#Organism/Name,Group,SubGroup,Type,RefSeq,INSDC,Size (Kb),GC%,Protein,rRNA,tRNA,Other RNA,Gene,Pseudogene,Release Date,Modify Date
"Litoditis aff. marina PmI","Animals","Roundworms",mitochondrion,NC_027694.1,KR815450,13.766,20.8703,12,2,22,-,36,-,2015/08/04,2015/08/17
"Litoditis aff. marina PmII","Animals","Roundworms",mitochondrion,NC_027695.1,KR815451,13.855,20.5485,12,2,22,-,36,-,2015/08/04,2015/08/17
"Litoditis aff. marina PmIII","Animals","Roundworms",mitochondrion,NC_027696.1,KR815452,14.481,20.1713,12,2,22,-,36,-,2015/08/04,2015/08/17
"Litoditis aff. marina PmIV","Animals","Roundworms",mitochondrion,NC_027697.1,KR815453,13.909,20.9577,12,2,22,-,36,-,2015/08/04,2015/08/17
"Litopenaeus stylirostris","Animals","Other Animals",mitochondrion,NC_012060.1,EU517503,15.988,31.4111,13,2,22,-,13,-,2009/02/06,2009/03/05
"Litopenaeus vannamei","Animals","Other Animals",mitochondrion,NC_009626.1,EF584003,15.99,32.3014,13,2,22,-,13,-,2007/07/03,2008/12/08
"Littorina saxatilis","Animals","Other Animals",mitochondrion,NC_030595.1,KU952094,16.887,33.0609,13,2,22,-,37,-,2016/07/12,2016/07/21
"Liua shihi","Animals","Amphibians",mitochondrion,NC_008078.1,DQ333810,16.376,33.6285,13,2,22,-,13,-,2006/06/06,2006/06/08
"Liua tsinpaensis","Animals","Amphibians",mitochondrion,NC_008081.1,DQ333813,16.38,33.9927,13,2,22,-,13,-,2006/06/06,2011/01/06
"Liza affinis","Animals","Fishes",mitochondrion,NC_017887.1,JF911709,16.835,45.845,13,2,22,-,13,-,2012/05/09,2012/05/11
"Liza haematocheila","Animals","Fishes",mitochondrion,NC_024531.1,KF667528,16.822,46.463,13,2,22,-,13,-,2014/07/28,2014/08/28
"Liza macrolepis","Animals","Fishes",mitochondrion,NC_027239.1,KP793919,16.832,46.2809,13,2,22,-,37,-,2015/06/18,2015/06/24
"Loa loa","Animals","Roundworms",mitochondrion,-,JPEI01002250,13.6,24.2794,-,-,-,-,-,-,2014/07/25,2014/07/25
"Loa loa","Animals","Roundworms",mitochondrion,NC_016199.1,HQ186250,13.59,24.4592,12,2,22,-,12,-,2011/11/15,2012/09/14
"Lobelia anceps","Plants","Land Plants",plastid,NC_033366.1,KY354216,164.624,39.1067,87,8,37,-,136,4,2017/01/18,2017/01/18
"Lobelia boninensis","Plants","Land Plants",plastid,NC_033367.1,KY354217,162.436,39.2087,89,8,37,-,138,4,2017/01/18,2017/01/18
"Lobelia inflata","Plants","Land Plants",plastid,NC_033368.1,KY354219,168.823,39.4478,90,8,37,-,139,4,2017/01/18,2017/01/18
"Lobelia jasionoides","Plants","Land Plants",plastid,NC_033369.1,KY354220,165.612,39.0461,89,8,37,-,138,4,2017/01/18,2017/01/18
"Lobelia laxiflora","Plants","Land Plants",plastid,NC_033370.1,KY354221,167.217,39.2293,90,8,37,-,138,3,2017/01/18,2017/01/18
"Lobelia longisepala","Plants","Land Plants",plastid,NC_033371.1,KY354222,163.84,39.2712,89,8,36,-,138,5,2017/01/18,2017/01/18
"Lobelia morogoroensis","Plants","Land Plants",plastid,NC_033372.1,KY354223,162.826,39.3236,88,8,37,-,138,5,2017/01/18,2017/01/18
"Lobelia polyphylla","Plants","Land Plants",plastid,NC_033373.1,KY354224,167.088,39.0728,89,8,36,-,138,5,2017/01/18,2017/01/18
"Lobelia stricklandiae","Plants","Land Plants",plastid,NC_033374.1,KY354226,163.93,39.2076,90,8,36,-,138,4,2017/01/18,2017/01/18
"Lobelia thuliniana","Plants","Land Plants",plastid,NC_033375.1,KY354227,163.459,39.216,90,8,37,-,138,3,2017/01/18,2017/01/18
"Lobesia botrana","Animals","Insects",mitochondrion,NC_029193.1,KP677508,15.229,19.9225,13,2,22,-,37,-,2016/02/12,2016/03/10
"Lobocla bifasciata","Animals","Insects",mitochondrion,NC_024649.1,KJ629166,15.366,19.0681,13,2,22,-,13,-,2014/08/06,2014/08/29
"Lobodon carcinophaga","Animals","Mammals",mitochondrion,NC_008423.1,AM181024,16.759,39.889,13,2,22,-,37,-,2006/10/03,2009/04/15
"Lobosphaera incisa","Plants","Green Algae",chloroplast,NC_025533.1,KM462871,156.031,27.7874,78,3,30,-,111,-,2014/11/24,2016/12/30
"Lobosphaera incisa SAG 2468","Plants","Green Algae",mitochondrion,NC_027060.1,KP902678,69.997,35.9715,34,3,27,-,64,-,2015/05/14,2015/08/18
"Lobotes surinamensis","Animals","Fishes",mitochondrion,NC_026233.1,AB355912,16.782,44.0174,13,2,22,-,13,-,2015/01/21,2016/06/09
"Lobularia maritima","Plants","Land Plants",chloroplast,NC_009274.1,AP009375,152.659,36.5121,84,8,37,-,129,-,2007/04/03,2010/03/26
"Locusta migratoria","Animals","Insects",mitochondrion,NC_001712.1,X80245,15.722,24.6724,13,2,22,-,13,-,1999/08/24,2009/04/27
"Locusta migratoria manilensis","Animals","Insects",mitochondrion,NC_014891.1,GU344101,15.895,24.6681,13,2,22,-,13,-,2011/01/06,2016/07/28
"Locusta migratoria migratoria","Animals","Insects",mitochondrion,NC_011119.1,EU287446,16.053,24.4689,13,2,22,-,13,-,2008/08/06,2008/08/08
"Locusta migratoria tibetensis","Animals","Insects",mitochondrion,NC_015624.1,HM219224,15.568,24.6467,13,2,22,-,13,-,2011/06/01,2011/06/03
"Lodoicea maldivica","Plants","Land Plants",plastid,NC_029960.1,KT312927,159.01,37.319,86,8,38,-,133,1,2016/04/20,2016/04/20
"Loliolus beka","Animals","Other Animals",mitochondrion,NC_028034.1,KT254309,17.483,27.1121,13,2,22,-,37,-,2015/10/08,2016/07/29
"Loliolus japonica","Animals","Other Animals",mitochondrion,NC_030208.1,KU568467,17.232,27.0195,13,2,22,-,37,-,2016/05/23,2016/07/24
"Loliolus uyii","Animals","Other Animals",mitochondrion,NC_026724.1,KP265013,17.134,27.6293,12,2,22,-,12,-,2015/03/17,2016/07/28
"Lolium multiflorum","Plants","Land Plants",plastid,NC_019651.1,JX871942,135.175,38.2549,86,8,39,-,133,-,2012/12/04,2013/04/10
"Lolium perenne","Plants","Land Plants",chloroplast,NC_009950.1,AM777385,135.282,38.2475,84,8,38,-,130,-,2007/10/30,2012/02/27
"Lonchura punctulata","Animals","Birds",mitochondrion,NC_028036.1,KR184724,16.824,45.0963,13,2,22,-,37,-,2015/10/08,2015/10/14
"Lonchura striata","Animals","Birds",mitochondrion,NC_029475.1,KR080134,16.813,45.102,13,2,22,-,37,-,2016/03/01,2016/03/11
"Lonicera japonica","Plants","Land Plants",chloroplast,NC_026839.1,KJ170923,155.078,38.5838,81,8,39,-,130,2,2015/04/22,2015/04/22
"Lophiodes caulinaris","Animals","Fishes",mitochondrion,NC_013872.1,AB282826,16.471,44.1989,13,2,22,-,13,-,2010/02/19,2010/03/15
"Lophiogobius ocellicauda","Animals","Fishes",mitochondrion,NC_020783.1,KC480264,16.663,44.4398,13,2,22,-,13,-,2013/04/04,2016/06/08
"Lophiomus setigerus","Animals","Fishes",mitochondrion,NC_008125.1,AP004413,15.879,47.969,13,2,22,-,13,-,2006/06/12,2010/12/02
"Lophiosilurus alexandri","Animals","Fishes",mitochondrion,NC_026845.1,KJ494387,16.445,42.8154,13,2,22,-,37,-,2015/04/22,2015/06/02
"Lophiotoma cerithiformis","Animals","Other Animals",mitochondrion,NC_008098.1,DQ284754,15.38,32.1196,13,2,22,-,13,-,2006/06/09,2007/08/27
"Lophius americanus","Animals","Fishes",mitochondrion,NC_004380.1,AP004414,16.479,47.4058,13,2,22,-,13,-,2002/11/18,2010/12/02
"Lophius litulon","Animals","Fishes",mitochondrion,NC_023828.1,KJ020931,16.431,45.8828,13,2,22,-,13,-,2014/03/26,2014/04/30
"Lophocebus aterrimus","Animals","Mammals",mitochondrion,NC_021954.1,KC757401,16.563,43.0236,13,2,22,-,13,-,2013/08/06,2016/06/09
"Lophonectes gallus","Animals","Fishes",mitochondrion,NC_030367.1,KJ433567,18.642,50.0107,13,2,22,-,37,-,2016/06/17,2016/06/17
"Lophophorus lhuysii","Animals","Birds",mitochondrion,NC_013979.1,GQ871234,16.712,43.9385,13,2,22,-,13,-,2010/03/26,2010/03/31
"Lophophorus sclateri","Animals","Birds",mitochondrion,NC_020589.1,FJ752432,16.707,44.2509,13,2,22,-,13,-,2013/03/25,2013/04/18
"Lophornis magnificus","Animals","Birds",mitochondrion,NC_033414.1,KT265276,16.499,45.6937,13,2,22,-,37,-,2017/01/18,2017/01/27
"Lophostoma silvicolum","Animals","Mammals",mitochondrion,NC_022424.1,HG003311,16.666,41.9177,13,2,22,-,37,-,2013/09/12,2013/11/14
"Lophura ignita","Animals","Birds",mitochondrion,NC_010781.1,AB164627,16.688,44.9365,13,2,22,-,13,-,2008/05/28,2009/04/14
"Lophura nycthemera","Animals","Birds",mitochondrion,NC_012895.1,EU417810,16.68,45.2398,13,2,22,-,13,-,2009/07/01,2009/10/27
"Lophura swinhoii","Animals","Birds",mitochondrion,NC_023779.1,KF218954,16.693,45.2046,13,2,22,-,13,-,2014/03/13,2014/03/13
"Loripes lacteus","Animals","Other Animals",mitochondrion,NC_013271.1,EF043341,17.321,37.8616,13,2,22,-,13,-,2009/09/30,2009/10/08
"Loris lydekkerianus","Animals","Mammals",mitochondrion,NC_021955.1,KC757402,16.791,39.1579,13,2,22,-,13,-,2013/08/06,2016/06/09
"Loris tardigradus","Animals","Mammals",mitochondrion,NC_012763.1,AB371094,16.776,39.2108,13,2,22,-,13,-,2009/06/04,2009/06/05
"Lota lota","Animals","Fishes",mitochondrion,NC_004379.1,AP004412,16.527,44.0431,13,2,22,-,13,-,2002/11/18,2006/10/04
"Lotharella oceanica CCMP622","Protists","Other Protists",mitochondrion,NC_029731.1,KT806043,36.702,50.1417,35,3,24,-,64,2,2016/03/24,2016/03/24
"Lotharella vacuolata CCMP240","Protists","Other Protists",plastid,NC_029743.1,AP014949,71.557,29.8503,59,6,29,-,95,-,2016/03/28,2016/03/28
"Lottia digitalis","Animals","Other Animals",mitochondrion,NC_007782.1,DQ238599,26.835,41.1999,13,2,20,-,13,-,2006/02/08,2010/02/01
"Lotus japonicus","Plants","Land Plants",mitochondrion,NC_016743.2,JN872551,380.861,45.395,34,3,20,-,65,8,2012/01/17,2013/01/22
"Lotus japonicus Accession MG-20","Plants","Land Plants",chloroplast,NC_002694.1,AP002983,150.519,36.0307,82,8,37,-,128,1,2001/03/01,2009/04/15
"Loudetiopsis kerstingii","Plants","Land Plants",chloroplast,NC_030612.1,KU291469,138.377,38.7138,83,8,40,-,131,-,2016/07/13,2016/07/13
"Loxechinus albus","Animals","Other Animals",mitochondrion,NC_023770.1,KC490910,15.709,39.1686,13,2,22,-,13,-,2014/03/13,2014/09/18
"Loxia curvirostra","Animals","Birds",mitochondrion,NC_025623.1,KM078800,16.805,45.6352,13,2,22,-,13,-,2014/11/14,2014/12/15
"Loxoblemmus equestris","Animals","Insects",mitochondrion,NC_030763.1,KU562919,16.314,28.0924,13,2,22,-,37,-,2016/08/16,2016/09/22
"Loxocorone allax","Animals","Other Animals",mitochondrion,NC_010431.1,AB264799,14.862,26.5846,13,2,22,-,37,-,2008/03/12,2009/05/18
"Loxodon macrorhinus","Animals","Fishes",mitochondrion,NC_029843.1,KT347599,16.702,38.9355,13,2,22,-,37,-,2016/04/09,2016/04/27
"Loxodonta africana","Animals","Mammals",mitochondrion,NC_000934.1,AJ224821,16.866,38.7525,13,2,22,-,13,-,1998/04/02,2010/02/01
"Loxodonta cyclotis","Animals","Mammals",mitochondrion,NC_020759.1,JN673264,16.109,38.2209,13,2,22,-,13,-,2013/03/26,2013/04/17
"Loxops caeruleirostris","Animals","Birds",mitochondrion,NC_025605.1,KM078776,16.829,45.4988,13,2,22,-,13,-,2014/11/14,2014/12/15
"Loxops coccineus","Animals","Birds",mitochondrion,NC_025612.1,KM078785,15.589,45.8913,13,2,21,-,13,-,2014/11/14,2014/12/15
"Loxops mana","Animals","Birds",mitochondrion,NC_025598.1,KM078768,16.714,45.7461,13,2,22,-,13,-,2014/11/14,2014/12/15
"Loxosomella aloxiata","Animals","Other Animals",mitochondrion,NC_010432.1,AB264800,15.323,29.4198,13,2,23,-,38,-,2008/03/12,2009/05/18
"Loxostege sticticalis","Animals","Insects",mitochondrion,NC_027174.1,KR080490,15.218,19.1812,13,2,22,-,37,-,2015/06/02,2015/06/24
"Lubomirskia baicalensis","Animals","Other Animals",mitochondrion,NC_013760.1,GU385217,28.958,41.4773,14,2,25,-,41,-,2010/01/27,2010/07/02
"Lucanus mazama","Animals","Insects",mitochondrion,NC_013578.1,FJ613419,15.261,32.8812,13,2,22,-,37,-,2009/12/04,2009/12/18
"Lucilia caesar","Animals","Insects",mitochondrion,NC_028057.1,KM657111,15.954,22.7153,13,2,22,-,37,-,2015/10/14,2015/11/01
"Lucilia coeruleiviridis","Animals","Insects",mitochondrion,NC_029486.1,KT272780,14.989,23.9709,13,2,22,-,37,-,2016/03/01,2016/03/11
"Lucilia cuprina DI190.1","Animals","Insects",mitochondrion,NC_019573.1,JX913744,15.952,22.3546,13,2,22,-,13,-,2012/12/03,2012/12/12
"Lucilia illustris","Animals","Insects",mitochondrion,NC_028056.1,KM657109,15.954,22.6401,13,2,22,-,37,-,2015/10/14,2015/11/01
"Lucilia porphyrina","Animals","Insects",mitochondrion,NC_019637.1,JX913758,15.877,23.7324,13,2,22,-,13,-,2012/12/03,2012/12/19
"Lucilia sericata Bristol colony","Animals","Insects",mitochondrion,NC_009733.1,AJ422212,15.945,22.3895,13,2,22,-,15,-,2007/08/07,2016/04/12
"Lucinella divaricata","Animals","Other Animals",mitochondrion,NC_013275.1,EF043342,18.94,36.283,13,2,22,-,13,-,2009/09/30,2009/10/08
"Luciobarbus capito","Animals","Fishes",mitochondrion,NC_020338.1,JX987313,16.603,44.3896,13,2,22,-,13,-,2013/02/25,2014/01/14
"Luciobarbus sclateri","Animals","Fishes",mitochondrion,NC_031532.1,AP011196,16.608,44.316,13,2,22,-,37,-,2016/10/21,2016/11/17
"Luciocyprinus striolatus","Animals","Fishes",mitochondrion,NC_029436.1,AP012525,16.601,43.2926,13,2,22,-,37,-,2016/03/01,2016/04/13
"Luciogobius pallidus","Animals","Fishes",mitochondrion,NC_027062.1,KF040451,16.48,41.9296,13,2,22,-,37,-,2015/05/14,2015/06/02
"Luciogobius platycephalus","Animals","Fishes",mitochondrion,NC_019811.1,JX971538,16.478,41.7587,13,2,22,-,13,-,2012/12/10,2013/09/24
"Luciola cruciata","Animals","Insects",mitochondrion,NC_022472.1,AB849456,15.989,24.2729,13,2,22,-,13,-,2013/09/26,2013/11/14
"Luciosoma bleekeri","Animals","Fishes",mitochondrion,NC_015541.1,AP011399,16.532,42.5357,13,2,22,-,13,-,2011/05/17,2011/06/02
"Ludisia discolor","Plants","Land Plants",chloroplast,NC_030540.1,KU578274,153.054,36.9693,86,8,38,-,132,-,2016/07/12,2016/07/12
"Ludwigia octovalvis","Plants","Land Plants",chloroplast,NC_031385.1,KX827312,159.396,37.3673,82,8,37,-,131,4,2016/10/13,2016/10/13
"Luehdorfia chinensis","Animals","Insects",mitochondrion,NC_027672.1,KM453725,16.028,18.0372,13,2,22,-,37,-,2015/08/04,2015/08/17
"Luehdorfia taibai","Animals","Insects",mitochondrion,NC_023938.1,KC952673,15.553,18.5366,13,2,22,-,13,-,2014/04/09,2014/05/01
"Luetkenotyphlus brasiliensis","Animals","Amphibians",mitochondrion,NC_023513.1,KF540158,16.271,41.7307,13,2,22,-,35,-,2014/02/28,2014/04/16
"Luidia quinaria","Animals","Other Animals",mitochondrion,NC_006664.1,AB183558,16.524,37.0189,13,-,19,-,13,-,2005/01/15,2012/05/24
"Lumbricus terrestris","Animals","Other Animals",mitochondrion,NC_001673.1,U24570,14.998,38.3584,13,2,22,-,13,-,1999/08/24,2014/05/22
"Lunella granulata","Animals","Other Animals",mitochondrion,NC_031857.1,KX298890,17.19,33.5893,13,2,22,-,37,-,2016/11/14,2016/12/07
"Lupinus luteus","Plants","Land Plants",chloroplast,NC_023090.1,KC695666,151.894,36.613,83,8,37,-,129,1,2013/12/20,2014/09/17
"Luscinia cyanura","Animals","Birds",mitochondrion,NC_026067.1,KF997864,16.803,47.0333,13,2,22,-,13,-,2015/01/10,2015/02/04
"Lutjanus argentimaculatus","Animals","Fishes",mitochondrion,NC_016661.1,JN182927,16.543,47.0652,13,2,22,-,13,-,2012/01/17,2012/01/31
"Lutjanus bengalensis","Animals","Fishes",mitochondrion,NC_011275.1,FJ171339,16.511,46.4357,13,2,22,-,13,-,2008/09/19,2008/10/06
"Lutjanus erythropterus","Animals","Fishes",mitochondrion,NC_031331.1,KP939271,16.509,45.9083,13,2,22,-,37,-,2016/10/05,2016/10/12
"Lutjanus guttatus","Animals","Fishes",mitochondrion,NC_029353.1,KT724723,16.508,47.3346,13,2,22,-,37,-,2016/03/01,2016/03/10
"Lutjanus johnii","Animals","Fishes",mitochondrion,NC_024572.1,KJ643926,16.596,46.6076,13,2,22,-,13,-,2014/07/28,2014/08/28
"Lutjanus kasmira","Animals","Fishes",mitochondrion,NC_011578.1,FJ416614,16.514,47.1479,13,2,22,-,13,-,2008/11/14,2008/11/19
"Lutjanus malabaricus","Animals","Fishes",mitochondrion,NC_012736.1,FJ824741,16.526,47.1318,13,2,22,-,13,-,2009/06/01,2009/06/02
"Lutjanus peru","Animals","Fishes",mitochondrion,NC_027950.1,KR362299,16.502,47.2185,13,2,22,-,37,-,2015/10/07,2015/10/14
"Lutjanus rivulatus","Animals","Fishes",mitochondrion,NC_009869.1,AP006000,16.511,47.3079,13,2,22,-,13,-,2007/09/28,2007/10/03
"Lutjanus russellii","Animals","Fishes",mitochondrion,NC_010963.1,EF514208,16.505,46.6828,13,2,22,-,13,-,2008/06/13,2008/06/23
"Lutjanus sebae","Animals","Fishes",mitochondrion,NC_012737.1,FJ824742,16.512,46.2815,13,2,22,-,13,-,2009/06/01,2009/06/02
"Lutra lutra","Animals","Mammals",mitochondrion,NC_011358.1,FJ236015,16.536,42.0114,13,2,22,-,35,-,2008/10/14,2009/04/14
"Lutraria rhynchaena","Animals","Other Animals",mitochondrion,NC_023384.1,HG799089,16.927,37.6854,12,2,22,-,36,-,2014/01/18,2014/05/02
"Luvarus imperialis","Animals","Fishes",mitochondrion,NC_009851.1,AP009161,16.497,47.736,13,2,22,-,13,-,2007/09/28,2007/10/03
"Luzuriaga radicans","Plants","Land Plants",chloroplast,NC_025333.1,KM233640,157.885,38.0682,84,8,38,-,135,5,2014/11/10,2014/11/10
"Lycaena phlaeas","Animals","Insects",mitochondrion,NC_023087.1,JX262887,15.28,17.644,13,2,22,-,13,-,2013/12/19,2014/01/14
"Lycaon pictus","Animals","Mammals",mitochondrion,NC_028427.1,KT598692,16.173,39.4917,13,2,22,-,37,-,2015/11/17,2015/12/07
"Lycaon pictus","Animals","Mammals",mitochondrion,-,CM007554,16.721,39.6567,-,-,-,-,-,-,2016/12/01,2016/12/01
"Lycaon pictus","Animals","Mammals",mitochondrion,-,CM007595,16.709,39.4159,-,-,-,-,-,-,2016/12/01,2016/12/01
"Lycengraulis grossidens","Animals","Fishes",mitochondrion,NC_014279.1,AP011563,16.671,43.9086,13,2,22,-,13,-,2010/06/30,2010/06/30
"Lyciasalamandra atifi","Animals","Amphibians",mitochondrion,NC_002756.1,AF154053,16.65,38.5946,13,2,22,-,13,-,2001/04/28,2012/10/12
"Lycodes toyamensis","Animals","Fishes",mitochondrion,NC_004409.1,AP004448,16.697,49.1945,13,2,22,-,13,-,2002/11/18,2006/10/18
"Lycodon flavozonatus","Animals","Reptiles",mitochondrion,NC_028730.1,KR911720,17.172,40.4845,13,2,22,-,37,-,2015/12/17,2016/02/11
"Lycodon rufozonatus","Animals","Reptiles",mitochondrion,NC_024559.1,KJ179950,17.188,40.8483,13,2,22,-,13,-,2014/07/28,2014/08/28
"Lycodon ruhstrati","Animals","Reptiles",mitochondrion,NC_029153.1,KJ179951,17.153,40.8675,13,2,22,-,37,-,2016/02/12,2016/03/02
"Lycodon semicarinatus","Animals","Reptiles",mitochondrion,NC_001945.1,AB008539,17.191,39.9221,13,2,23,-,13,-,1999/08/24,2009/04/22
"Lycorma delicatula","Animals","Insects",mitochondrion,NC_012835.1,FJ456942,15.41,23.7054,13,2,22,-,13,-,2009/06/19,2009/07/08
"Lycothrissa crocodilus","Animals","Fishes",mitochondrion,NC_014277.1,AP011562,17.069,43.6288,13,2,22,-,13,-,2010/06/30,2010/06/30
"Lygodium japonicum","Plants","Land Plants",chloroplast,NC_022136.1,KC536645,157.26,40.6422,90,8,32,-,131,-,2013/08/27,2013/08/27
"Lygus hesperus","Animals","Insects",mitochondrion,NC_024641.1,KF679984,17.747,24.6408,13,2,22,-,13,-,2014/08/06,2016/06/09
"Lygus lineolaris","Animals","Insects",mitochondrion,NC_021975.1,EU401991,17.027,23.9619,13,2,22,-,13,-,2013/08/06,2016/06/08
"Lymantria dispar","Animals","Insects",mitochondrion,NC_012893.1,FJ617240,15.569,20.1233,13,2,22,-,13,-,2009/07/01,2009/08/14
"Lynx canadensis","Animals","Mammals",mitochondrion,NC_028313.1,KP202281,16.666,41.1976,13,2,22,-,37,-,2015/11/05,2015/11/17
"Lynx lynx","Animals","Mammals",mitochondrion,NC_027083.1,KM982549,17.046,41.3528,13,2,22,-,37,-,2015/05/14,2015/06/02
"Lynx pardinus","Animals","Mammals",mitochondrion,NC_028319.1,KP202290,16.806,40.9854,13,2,22,-,37,-,2015/11/05,2015/11/17
"Lynx rufus","Animals","Mammals",mitochondrion,NC_014456.1,GQ979707,17.056,41.012,13,2,22,-,13,-,2010/08/20,2010/08/23
"Lyreidus brevifrons","Animals","Other Animals",mitochondrion,NC_026721.1,KM983394,16.112,29.4129,13,2,22,-,13,-,2015/03/17,2015/04/22
"Lyrurus tetrix","Animals","Birds",mitochondrion,NC_024554.1,KF955638,16.677,43.8028,13,2,22,-,13,-,2014/07/28,2014/08/28
"Lysimachia coreana","Plants","Land Plants",plastid,NC_026197.1,KM819521,155.386,37.125,87,8,37,-,133,1,2015/01/21,2015/01/21
"Lysiosquillina maculata","Animals","Other Animals",mitochondrion,NC_007443.1,DQ191683,16.325,36.1531,13,2,22,-,37,-,2005/10/05,2012/12/12
"Lytta caraganae","Animals","Insects",mitochondrion,NC_033339.1,KT808465,15.636,28.9076,13,2,22,-,37,-,2017/01/18,2017/01/27
"Macaca arctoides","Animals","Mammals",mitochondrion,NC_025201.1,KJ567055,16.558,43.1695,13,2,22,-,13,-,2014/10/02,2014/10/16
"Macaca assamensis","Animals","Mammals",mitochondrion,NC_023795.1,KF990122,16.542,43.2959,13,2,22,-,13,-,2014/03/13,2014/03/13
"Macaca cyclopis","Animals","Mammals",mitochondrion,NC_027449.1,KM023192,16.563,43.1323,13,2,22,-,37,-,2015/07/14,2015/07/27
"Macaca fascicularis","Animals","Mammals",mitochondrion,NC_012670.1,FJ906803,16.575,43.1131,13,2,22,-,13,-,2009/05/08,2009/05/08
"Macaca fuscata","Animals","Mammals",mitochondrion,NC_025513.1,KM401548,16.565,43.441,13,2,22,-,13,-,2014/11/14,2014/12/15
"Macaca leonina","Animals","Mammals",mitochondrion,NC_027604.1,KP330231,17.05,42.7683,13,2,22,-,37,-,2015/07/23,2015/07/28
"Macaca leucogenys","Animals","Mammals",mitochondrion,NC_031156.1,KU564271,16.565,43.2538,13,2,22,-,37,-,2016/09/23,2016/10/12
"Macaca mulatta","Animals","Mammals",mitochondrion,NC_005943.1,AY612638,16.564,43.2263,13,2,22,-,13,-,2004/06/23,2015/07/26
"Macaca nemestrina","Animals","Mammals",mitochondrion,NC_026976.1,KP765688,16.56,42.82,13,2,22,-,37,-,2015/05/05,2015/06/02
"Macaca nigra","Animals","Mammals",mitochondrion,NC_026120.1,KP072068,16.564,42.9727,13,2,22,-,13,-,2015/01/10,2015/02/04
"Macaca silenus","Animals","Mammals",mitochondrion,NC_025221.1,KJ567057,16.541,42.8632,13,2,22,-,13,-,2014/10/04,2014/10/16
"Macaca sylvanus","Animals","Mammals",mitochondrion,NC_002764.1,AJ309865,16.586,43.0664,13,2,22,-,13,-,2001/05/01,2010/02/01
"Macaca thibetana","Animals","Mammals",mitochondrion,NC_011519.1,EU294187,16.54,43.1983,13,2,22,-,13,-,2008/11/04,2009/02/26
"Macaca tonkeana","Animals","Mammals",mitochondrion,NC_025222.1,KJ567058,16.56,43.436,13,2,22,-,13,-,2014/10/04,2014/10/16
